dataset,chunks,preprocessing,per_chunk_sort,reshaping,shifting_and_subtraction,boolean_comparison,transpose_1,transpose_2,outerProduct,matrixMultiplication,colSums_1,colSums_2,combine,full_run
bpi,1,0.11520181666666666,1.5255395500000002,0.020321350000000002,0.51462385,0.0011974499999999999,0.05295565,1.4413899000000001,0.36116804999999996,0.2071865833333333,0.9191406833333333,0.9338327333333333,0.0004138333333333333,6.117440599999999
bpi,100,0.11427113333333333,0.9427142,0.019678433333333332,0.5108186666666666,0.00129015,0.053992000000000005,1.4230129,0.4038353333333333,0.20677746666666666,0.8799949,0.9081457,0.00030363333333333336,5.485011200000001
bpi,1000,1.1855868333333333,9.89637935,0.213284,5.261150616666667,0.011721249999999999,0.5873766166666667,14.8193594,3.694212,2.2718513666666666,9.891297533333333,9.397967050000002,0.00030670000000000003,56.90451388333334
traffic,1,6.849062333333333,114.98438958333332,0.77417895,14.215026666666667,0.06856511666666668,1.3711020833333334,15.154281466666667,4.271792333333334,2.3309480833333334,9.236093416666668,9.374968466666667,6.551666666666667e-05,179.44862725
traffic,100,6.89587275,79.74840679999998,0.7856675666666667,14.314200466666668,0.06830001666666667,1.3396188833333333,15.051064916666666,4.372519816666667,2.3521572666666666,9.853166016666668,9.809792933333334,6.303333333333334e-05,144.7258231
traffic,1000,6.84720775,59.78005591666667,0.7810347166666667,13.988677816666666,0.0680521,1.3875052166666666,14.698396433333333,4.62357855,2.297924866666667,9.51134355,9.578039916666667,6.455e-05,124.06846458333332
traffic,70000,6.949610916666668,26.687781766666667,0.7770363499999999,13.854312916666666,0.06802716666666668,1.4103977666666665,15.28946235,3.9576614,2.2204433666666668,9.297999683333334,9.6878264,6.178333333333334e-05,90.97444956666668
